protein_annotation	regex_label	manual_label	note
Dynein regulatory complex subunit 7	proper		
Phage DNA replication protein (Predicted replicative helicase loader)	proper		
DNA transposition protein	proper		
FolA	proper		
ADP-ribose pyrophosphatase YjhB (NUDIX family)	proper		
cDNA FLJ58590, highly similar to YLP motif-containing protein 1	proper		
Cartilage matrix protein	proper		
SbcC protein	proper		
Sdr42e1 protein	proper		
SNF2 family N-terminal domain	proper		
Kelch repeat and BTB domain containing protein 10 isoform 3	proper		
L-proline 3-hydroxylase, C-terminal	proper		
NitT/TauT family transport system permease	proper		
Alkbh3 protein	proper		
LAGLIDADG endonuclease n1 TaxGibberella zeae PH-1 RepIDA5J063_GIBZE	proper		
Putative r2r3-myb transcription factor	proper		
Putative nucleic acid-binding protein e14 prophage	proper		
Cell wall hydrolyse	proper		
16S rRNA (Guanine(966)-N(2))-methyltransferase RsmD	proper		
twinkle protein, mitochondrial isoform X1	proper		
Type I secretion target GGXGXDXXX repeat (2 copies)	proper		
DUF159 domain protein	low informative		
Putative prohibitin-like protein	proper		
Regulatory LuxR family protein	proper		
RNA ligase DRB0094 family	proper		
Putative prophage PSSB64-02, Orf20	proper		
Phi13 family phage major tail protein	proper		
GCN5-related N-acetyltransferase	proper		
Putative Bacterial Ig-like, group 2	proper		
Copper-bind domain-containing protein	proper		
Tubulin/FtsZ, GTPase domain-containing protein	proper		
Protein of uncharacterized function (DUF968)	low informative		
Putative phage DNA packaging protein Gp2	proper		
Cell wall lytic activity	proper		
Bacteriocin BCN5	proper		
Bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	proper		
Cell Wall Hydrolase./Bacterial SH3 domain	proper		
PetC protein	proper		
uncharacterized protein LOC114450999 isoform X3	proper		
Major structural phage protein	proper		
Influenza virus ns1a-binding protein-like protein	proper		
Orf840	uninformative		
Putative site specific integrase	proper		
Hydroxyneurosporene-O-methyltransferase	proper		
Gp148	uninformative		
Genetransfer agent terminase protein	proper		
Putative 2-oxoglutarate/Fe(II)-dependent dioxygenase YbiX/peroxiredoxin	proper		
NhaP-type Na+/H+ and K+/H+ antiporter protein	proper		
Ser Thr phosphatase superfamily	proper		
GDSL-like protein	proper		
uncharacterized protein LOC110076964 isoform X5	proper		
DHQ_synthase domain-containing protein	proper		
ACBP4 protein	proper		
NmrA-like family protein	proper		
Two-component system, LytT family, response regulator AlgR	proper		
Dna double-strand break repair protein mre11	proper		
AAA_34 domain-containing protein	proper		
DUF790 family protein	low informative		
Prophage_tailD1 domain-containing protein	proper		
Tail fiber assembly protein p37	proper		
Putative Rac prophage prophage lambda endopeptidase (Modular protein)	proper		
Conserved hypothetical exported protein	proper		
Cysteine dioxygenase	proper		
Exodeoxyribonuclease IX	proper		
Radical SAM superfamily	proper		
Laminin G	proper		
Endoribonuclease YbeY	proper		
Branched-chain amino acid ABC transporter, amino acid-binding protein	proper		
Putative structural component HK97 gp of phage origin	proper		
Blast:Uncharacterized protein C4B3.18	proper		
ActC family protein	proper		
Butirosin biosynthesis protein BtrG	proper		
Radial spoke head 1 protein	proper		
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 isoform X3	proper		
Phage P2 GpU	proper		
Stress protein, tellurium resistance TerD	proper		
Phage capsid family protein	proper		
Kelch repeat and BTB (POZ) domain-containing 13	proper		
Putative colanic acid biosynthesis glycosyltransferase WcaL protein	proper		
Macro domain	proper		
CTP pyrophosphohydrolase	proper		
Protein of uncharacterized function (DUF550)	low informative		
Putative terminase, atpase subunit	proper		
Prophage PssSM-03, Orf55	proper		
Collagen triple helix repeat protein	proper		
Biopolymer transporter ExbB	proper		
Pyridoxal phosphate-dependent deaminase	proper		
Ubiquinone biosynthesis protein UbiE	proper		
YloN	proper		
4-hydroxy-tetrahydrodipicolinate reductase 1	proper		
SPFH domain / Band 7 family	proper		
Outer membrane assembly protein	proper		
TMEM131_like domain-containing protein	proper		
Putative dna-directed rna polymerase subunit beta protein	proper		
DNA polymerase lambda	proper		
Twinkle protein, mitochondrial (inferred by orthology to a human protein)	proper		
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase	proper		
Phage replication protein O family protein	proper		
Signal recognition particle receptor FtsY	proper		
Membrane protease subunits stomatin/prohibitin homologs	proper		
ATP-dependent metalloprotease	proper		
ParR family transcriptional regulator	proper		
ATP-dependent cobaltochelatase subunit ChlID	proper		
mitochondrial chaperone BCS1 isoform X4	proper		
Kelch repeat and BTB (POZ) domain containing 13	proper		
Phage scaffold protein	proper		
DNA-damage-inducible protein	proper		
DNA methyl transferase	proper		
Putative RecB family exonuclease	proper		
Type II secretory pathway component GspD/PulD (Secretin)	proper		
Trypsin	proper		
Putative Phage virion morphogenesis (Tail completion) protein	proper		
Citrate-binding protein-like	proper		
Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family	proper		
Beta sliding clamp	proper		
Integrase core domain-containing protein	proper		
Pathogenicity island protein	proper		
Replication factor C subunit 5	proper		
GTP pyrophosphokinase (EC, (P)ppGpp synthetase II / Guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase (EC))	proper		
DNA excision repair ERCC-6-like protein	proper		
Polymerase III subunit beta protein	proper		
Mitochondrial translation release factor (RF-1), putative	proper		
Phage NTP-binding protein	proper		
Phage-related protein (TIGR01555 family)	proper		
SFRICE_009492	proper		
NAD dependent epimerase/dehydratase	proper		
Chaperonin HSP60, mitochondrial, putative	proper		
Anti-repressor-like protein	proper		
Putative gp49	uninformative		
von Willebrand factor type A domain containing protein	proper		
Walker-Type ATPase	proper		
Capsule biosynthesis phosphatase	proper		
Putative phage tail tape measure protein, lambda family	proper		
Fe(II)-dependent oxygenase superfamily protein	proper		
replication factor C subunit 5-like	proper		
ribonuclease H1-like	proper		
Putative cell wall binding repeat protein	proper		
Putative ribonuclease H-like domain, reverse transcriptase zinc-binding domain-containing protein	proper		
YadA_anchor domain-containing protein	proper		
Methyl-accepting chemotaxis sensory transducer with TarH sensor	proper		
Corticotropin-releasing factor receptor 1	proper		
AAA-ATPase At3g50940-like isoform X3	proper		
Hepatocyte cell adhesion molecule-like	proper		
Influenza virus ns1a-binding protein	proper		
DnaJ-class molecular chaperone with C-terminal Zn finger domain	proper		
Endodeoxyribonuclease I	proper		
Zinc finger, RAN-binding domain containing 3	proper		
Replication factor C / DNA polymerase III gamma-tau subunit, putative	proper		
Putative dna helicase pif1/rrm3	proper		
Type VI secretion system lysozyme-like protein	proper		
Sporulation and cell division repeat protein	proper		
YLP motif-containing protein 1 isoform X3	proper		
Putative helicase, Snf2 family	proper		
23S rRNA (Adenine(2503)-C2)-methyltransferase	proper		
NUMOD4 motif containing protein	proper		
GIY-YIG intron encoded protein	proper		
Mor family transcriptional regulator	proper		
Phagehead morphogenesis protein	proper		
Putative pyocin R, lytic enzyme, incomplete at 3' end	proper		
uncharacterized protein LOC107800150	uninformative		
NinG family protein	proper		
GatB_Yqey domain-containing protein	proper		
SNF2_N-domain-containing protein	proper		
Pectinesterase domain-containing protein	proper		
Baseplate assembly protein J, predicted	proper		
Type II toxin-antitoxin system HicB family antit oxin	proper		
PRD domain-containing protein	proper		
IbrA	proper		
Flap endonuclease	proper		
HATPase_c_4 domain-containing protein	proper		
DNA repair protein RAD5	proper		
Kelch-like 12, putative	proper		
NLP/P60	proper		
Putative amidoligase	proper		
Orf597	uninformative		
Bacteriophage tail assembly protein-like protein	proper		
GH14112	proper		
Related to LAGLIDADG endonuclease	proper		
Flp pilus assembly protein CpaC	proper		
Bifunctional metallophosphatase/5'-nucleotidase	proper		
Contig0053, whole genome shotgun sequence	uninformative		
Putative DNA packaging protein	proper		
Kelch-like 40a	proper		
Epimerase	proper		
Ribosomal RNA large subunit methyltransferase N 1	proper		
C1qdc1 protein	proper		
Or RNA helicase of superfamily II protein	proper		
Erlin 1	proper		
twinkle protein, mitochondrial-like	proper		
Glycosyl transferase, group 1 family	proper		
Transcriptional repressor LexA	proper		
Protein ral2	proper		
NVL protein	proper		
URC1 protein	proper		
DNA helicase conserved C-terminal domain protein	proper		
Predicted helicase	proper		
Putative oxidoreductase SadH	proper		
SNF2 super family	proper		
dnaJ homolog subfamily B member 4-like	proper		
Phage uncharacterized protein, putative	uninformative		
DUF1071 domain-containing protein	low informative		
AfpX8	proper		
Leucine-rich repeat protein	proper		
Methyltransferase type 11	proper		
Putative L,D-transpeptidase YciB	proper		
26S proteasome regulatory complex, ATPase RPT6, putative	proper		
RNA ligase, family	proper		
Germin-like protein subfamily 1 member 7	proper		
Gene 25-like lysozyme	proper		
Butyrophilin subfamily 3 member A2-like	proper		
Uncharacterized protein HI_1407	uninformative		
Phage tail sheath-like protein	proper		
Calcineurin-like phosphoesterase superfamily domain	proper		
uncharacterized protein LOC106592047	uninformative		
Gamma-glutamylcyclotransferase (GGCT)/AIG2-like uncharacterized protein YtfP	proper		
Putative Cytidine/deoxycytidylate deaminase	proper		
Putative RNA ligase, Rnl2 family	proper		
Putative muramoyl-pentapeptide carboxypeptidase	proper		
ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein	proper		
Chitin deacetylase	proper		
G/U mismatch-specific DNA glycosylase	proper		
Protein of hypothetical function SprT	proper		
Phage DNA replication protein P	proper		
Putative ATP-dependent DNA helicase CHR12 isoform C	proper		
ATP-dependent protease HslVU (ClpYQ) peptidase subunit	proper		
BSD domain containing protein	proper		
complement C1q-like protein 3	proper		
Endonuclease (Modular protein)	proper		
rRNA intron-encoded endonuclease	proper		
uncharacterized protein LOC115877303 isoform X1	proper		
Outer membrane insertion signal domain protein	proper		
Related to intron-encoded endonuclease bI2	proper		
Similar to DNA ligase acc. no. P44121	proper		
Cupin type-1 domain-containing protein	proper		
Chromosome 1 SCAF14573, whole genome shotgun sequence	uninformative		
uncharacterized protein LOC117643545 isoform X2	proper		
tRNA nucleotidyltransferase-polyA polymerase	proper		
Putative Endonuclease relaxase (Conjugal protein trA-like)	proper		
Crossover junction endodeoxyribonuclease RuvA	proper		
CYTH domain-containing protein	proper		
LysR family carnitine catabolism transcriptional activator	proper		
Protein gp47, putative	proper		
Colicin M	proper		
RING finger 151 isoform X1	proper		
Deleted in malignant brain tumors 1 protein	proper		
tRNA(Ile)-lysidine synthetase	proper		
Flagellin modification protein FlmH	proper		
NlaXM protein	proper		
Group I intronic ORF	proper		
Putative dual specificity phosphatase catalytic domain	proper		
HNH endonuclease	proper		
Peptide chain release factor APG3 chloroplastic	proper		
YgaJ-like viral recombinase domain protein	proper		
Putative sodium/solute symporter	proper		
ENC1 protein	proper		
VgrG-related protein	proper		
DnaD domain containing protein	proper		
tRNA (Cytosine(38)-C(5))-methyltransferase	proper		
Peptidase S24/S26A/S26B (Modular protein)	proper		
DNA-directed RNA polymerase subunit A'	proper		
Primosome PriB/single-strand DNA-binding family and Single-strand DNA-binding family and Nucleic acid-binding, OB-fold domain-containing protein	proper		
OxyR, LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	proper		
Arginine repressor C-terminal-like domain-containing protein	proper		
Lymphoid-specific helicase	proper		
Ribonucleoside-diphosphate reductase small chain A	proper		
Cytosolic class I small heat shock protein type 1	proper		
Proline hydroxylase	proper		
Polyadenylate-binding protein 2	proper		
Serine/threonine-protein phosphatase with EF-hands	proper		
Phage portal protein, SPP1 family	proper		
Lin1708 protein	uninformative		
Pentapeptide repeats family protein	proper		
Bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	proper		
Putative Flotillin-1	proper		
uncharacterized protein LOC114848310	uninformative		
Alpha-xylosidase	proper		
YOD1 protein	proper		
Phage capsid	proper		
Glutamyl-tRNA(Gln) amidotransferase subunit A, putative	proper		
Flavorubredoxin reductase (Nitric oxide reductase) reductase	proper		
uncharacterized protein LOC113692923	uninformative		
VWA domain-containing protein	proper		
Protein kinase-like protein containing BRO family, N-terminal domain	proper		
uncharacterized protein LOC115811341	uninformative		
Gp61	uninformative		
26S protease regulatory subunit 8-like	proper		
Gp70	uninformative		
DNA translocase FtsK	proper		
Helicase superfamily II	proper		
guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase MESH1 isoform X5	proper		
Glycyl-glycine endopeptidase ALE-1	proper		
Glycosyl hydrolase family 25	proper		
Proteasome subunit	proper		
Phage capsid and scaffold protein	proper		
Putative diguanylate cyclase	proper		
YqaJ-like viral recombinase	proper		
Putative transcription elongation factor SPT 1	proper		
Cilia and flagella-associated protein 47	proper		
KLH29 protein	proper		
CHAD domain-containing protein	proper		
3'-5' exoribonuclease	proper		
HSP20-like chaperone	proper		
Pesponse regulators consisting of a CheY-like	proper		
Phage Rha protein	proper		
Peptide-N-glycanase-related protein	proper		
